Time,SNR,Speed,RSSI,PDR,Relative_Speed,Scenario
31.9000000000002,6.32,15.47,-63.68,0.023905292249331,1.70879585214302,2
32.0000000000002,6.32,15.54,-63.68,0.023905292249331,1.67388606583038,2
32.1000000000002,6.31,15.5,-63.68,0.023545628760174,1.62316541082241,2
32.2000000000002,6.31,15.48,-63.68,0.023545628760174,0.548745555949311,2
32.3000000000002,6.31,15.54,-63.68,0.023545628760174,0.250530522951572,2
32.4000000000002,6.31,15.47,-63.68,0.023545628760174,0.569752171776921,2
32.5000000000002,6.31,15.48,-63.68,0.023545628760174,0.402021708665081,2
32.6000000000002,6.32,15.44,-63.68,0.023905292249331,1.63700831568065,2
32.7000000000002,6.32,15.44,-63.67,0.023905292249331,1.29722102305916,2
32.8000000000002,6.32,15.44,-63.67,0.023905292249331,0.243716423620884,2
32.9000000000002,6.32,15.49,-63.67,0.023905292249331,0.470869836285462,2
33.0000000000002,6.32,15.53,-63.67,0.023905292249331,0.731613640036843,2
33.1000000000002,6.32,15.49,-63.68,0.023905292249331,0.979034249923307,2
33.2000000000002,6.32,15.53,-63.68,0.023905292249331,0.725093381423175,2
33.3000000000002,6.32,15.51,-63.68,0.023905292249331,1.08209536146197,2
33.4000000000002,6.31,15.45,-63.7,0.023545628760174,0.325083778133545,2
33.5000000000002,6.29,15.52,-63.72,0.022839304667896,1.00436064501673,2
33.6000000000002,6.27,15.45,-63.75,0.022150084761965,1.3433133837115,2
33.7000000000002,6.24,15.47,-63.79,0.021147714575731,0.740078227405733,2
33.8000000000002,6.2,15.52,-63.83,0.01986848426402,0.254852984250049,2
33.9000000000002,6.16,15.45,-63.88,0.018652665361918,0.583330389675839,2
34.0000000000002,6.11,15.45,-63.94,0.017218710141377,1.39656333130431,2
34.1000000000002,6.05,15.5,-64.01,0.015618214772765,0.894859162934643,2
34.2000000000002,5.99,15.5,-64.06,0.014142057893087,0.41496339825143,2
34.3000000000002,5.93,15.47,-64.11,0.012783128174994,0.480617065705841,2
34.4000000000002,5.88,15.49,-64.16,0.011735216693341,0.44489181420206,2
34.5000000000002,5.84,15.47,-64.19,0.010949383281075,0.929700734052652,2
34.6000000000002,5.8,15.48,-64.22,0.010208079820723,0.538965228304346,2
34.7000000000002,5.78,15.48,-64.24,0.009853523460039,0.301231617959332,2
34.8000000000002,5.75,15.53,-64.25,0.009341141459392,0.547733245140831,2
34.9000000000002,5.74,15.52,-64.26,0.00917541798854,1.53722717163215,2
35.0000000000002,5.73,15.48,-64.26,0.009012181617062,1.67731125428118,2
35.1000000000002,5.73,15.56,-64.26,0.009012181617062,1.15575389610879,2
35.2000000000002,5.73,15.56,-64.27,0.009012181617062,0.633888285567894,2
35.3000000000002,5.73,15.49,-64.27,0.009012181617062,1.78944897139038,2
35.4000000000002,5.72,15.55,-64.27,0.008851403710406,0.779248580335523,2
35.5000000000002,5.73,15.54,-64.27,0.009012181617062,0.790031065290765,2
35.6000000000002,5.72,15.52,-64.27,0.008851403710406,0.605866882324206,2
35.7000000000002,5.72,15.56,-64.27,0.008851403710406,1.26437253273771,2
35.8000000000002,5.72,15.53,-64.28,0.008851403710406,1.49803559354019,2
35.9000000000002,5.72,15.55,-64.28,0.008851403710406,0.695943980473642,2
36.0000000000002,5.72,15.47,-64.28,0.008851403710406,0.990338240447799,2
36.1000000000002,5.72,15.47,-64.28,0.008851403710406,0.243369963267099,2
36.2000000000002,5.71,15.56,-64.28,0.008693055812451,0.334283511450481,2
36.3000000000002,5.71,15.5,-64.28,0.008693055812451,0.315834974830292,2
36.4000000000003,5.71,15.49,-64.28,0.008693055812451,0.458599308186493,2
36.5000000000003,5.72,15.45,-64.28,0.008851403710406,1.43012101912884,2
36.6000000000003,5.72,15.47,-64.28,0.008851403710406,0.211520782694264,2
36.7000000000003,5.72,15.47,-64.27,0.008851403710406,0.585440801056337,2
36.8000000000003,5.72,15.52,-64.27,0.008851403710406,0.510268971516573,2
36.9000000000003,5.72,15.45,-64.27,0.008851403710406,0.548099384468202,2
37.0000000000003,5.72,15.5,-64.28,0.008851403710406,0.431187313578895,2
37.1000000000003,5.72,15.51,-64.28,0.008851403710406,0.715607292573494,2
37.2000000000003,5.72,15.55,-64.28,0.008851403710406,0.717380913977384,2
37.3000000000003,5.72,15.46,-64.28,0.008851403710406,0.453159210604329,2
37.4000000000003,5.72,15.48,-64.28,0.008851403710406,0.234997888057778,2
37.5000000000003,5.72,15.45,-64.28,0.008851403710406,0.42574549885588,2
37.6000000000003,5.72,15.54,-64.28,0.008851403710406,1.80810902529651,2
37.7000000000003,5.71,15.49,-64.28,0.008693055812451,0.70772437249875,2
37.8000000000003,5.71,15.5,-64.28,0.008693055812451,0.781649506793234,2
37.9000000000003,5.71,15.49,-64.28,0.008693055812451,1.09142040496197,2
38.0000000000003,5.72,15.44,-64.27,0.008851403710406,0.152009663888371,2
38.1000000000003,5.72,15.52,-64.26,0.008851403710406,0.48693033383513,2
38.2000000000003,5.73,15.45,-64.25,0.009012181617062,0.740900883942395,2
38.3000000000003,5.74,15.55,-64.24,0.00917541798854,1.41721817723977,2
38.4000000000003,5.75,15.51,-64.23,0.009341141459392,0.261863653054565,2
38.5000000000003,5.76,15.49,-64.23,0.009509380841186,0.907580925647527,2
38.6000000000003,5.77,15.54,-64.22,0.009680165121027,1.25716731707403,2
38.7000000000003,5.77,15.49,-64.21,0.009680165121027,0.653910152408171,2
38.8000000000003,5.78,15.45,-64.21,0.009853523460039,0.656900826271503,2
38.9000000000003,5.79,15.54,-64.2,0.0100294851918,0.496596976558824,2
39.0000000000003,5.79,15.5,-64.2,0.0100294851918,0.604411750685744,2
39.1000000000003,5.8,15.51,-64.19,0.010208079820723,1.38113760120678,2
39.2000000000003,5.8,15.53,-64.18,0.010208079820723,0.898554608368211,2
39.3000000000003,5.81,15.47,-64.18,0.010389337020396,0.175923825365593,2
39.4000000000003,5.82,15.36,-64.16,0.010573286631864,0.286291730397566,2
39.5000000000003,5.83,15.17,-64.14,0.010759958661878,0.337400685861033,2
39.6000000000003,5.85,14.96,-64.12,0.011141590822132,0.104908254231033,2
39.7000000000003,5.87,14.87,-64.09,0.011534476799204,0.12414154432483,2
39.8000000000003,5.9,14.67,-64.06,0.012145445097028,0.27713034345289,2
39.9000000000003,5.93,14.62,-64.02,0.012783128174994,0.476458855528866,2
40.0000000000003,5.97,14.23,-63.99,0.013676402773114,0.954146805767892,2
40.1000000000003,6.01,14.17,-63.95,0.01462073691332,0.410061381281801,2
40.2000000000003,6.04,14.09,-63.91,0.015363747922732,1.04327368006605,2
40.3000000000003,6.08,14.08,-63.88,0.016402469921313,1.03010538398581,2
40.4000000000003,6.11,14.05,-63.85,0.017218710141377,1.21038357850509,2
40.5000000000003,6.14,14.11,-63.82,0.018067846161761,1.62983594135603,2
40.6000000000003,6.17,14.09,-63.79,0.018950796020511,0.964373351192438,2
40.7000000000003,6.2,14.11,-63.76,0.01986848426402,0.739384505694923,2
40.8000000000003,6.23,14.05,-63.73,0.020821841113549,1.0515284082498,2
40.9000000000003,6.27,14.13,-63.69,0.022150084761965,1.62212356288217,2
41.0000000000003,6.31,14.1,-63.65,0.023545628760174,0.566376510434346,2
41.1000000000003,6.35,14.16,-63.6,0.025010708309392,0.892720132813773,2
41.2000000000003,6.39,14.09,-63.56,0.026547562964768,1.23481594341619,2
41.3000000000003,6.43,14.09,-63.52,0.028158432404172,0.746155182336919,2
41.4000000000003,6.47,14.17,-63.48,0.02984555205684,0.589847304543697,2
41.5000000000003,6.52,13.95,-63.42,0.032065069487164,1.04927428507431,2
41.6000000000003,6.57,13.66,-63.36,0.034411524402322,1.41104665307196,2
41.7000000000003,6.64,13.47,-63.3,0.037917937203959,1.72921963903813,2
41.8000000000003,6.69,13.72,-63.26,0.040586347927702,1.49077567881038,2
41.9000000000003,6.74,13.97,-63.21,0.043395937045541,1.70845919778427,2
42.0000000000003,6.78,14.13,-63.16,0.045747947811573,0.659659528726835,2
42.1000000000003,6.83,14.01,-63.1,0.048821659612163,0.730038756057822,2
42.2000000000003,6.9,13.88,-63.03,0.05338116903236,0.916425847729494,2
42.3000000000003,6.96,13.75,-62.97,0.057534069601303,1.14003295082701,2
42.4000000000003,7.03,13.68,-62.9,0.062672911083737,1.32160169657344,2
42.5000000000003,7.1,13.55,-62.82,0.068136385397987,1.94090473332565,2
42.6000000000003,7.17,13.37,-62.74,0.073932401131744,1.34998217223496,2
42.7000000000003,7.25,13.23,-62.66,0.080972630909772,1.97278965323361,2
42.8000000000003,7.33,13.13,-62.57,0.088465463272946,1.83304222340683,2
42.9000000000003,7.42,12.82,-62.47,0.097445019848491,1.96853771968375,2
43.0000000000003,7.52,12.67,-62.37,0.108114377961341,2.40886829602319,2
43.1000000000003,7.62,12.73,-62.26,0.119518120170629,2.53543579073754,2
43.2000000000003,7.73,12.68,-62.15,0.132911846904187,2.50036400208892,2
43.3000000000003,7.84,12.7,-62.05,0.147190251101952,2.15352393215252,2
43.4000000000004,7.94,12.78,-61.94,0.160927528556561,2.15058563901926,2
43.5000000000004,8.06,12.72,-61.82,0.178341494686369,2.41236064067483,2
43.6000000000004,8.18,12.73,-61.69,0.196734646783959,2.38577676712863,2
43.7000000000004,8.3,12.76,-61.55,0.216060532510847,2.36592923363816,2
43.8000000000004,8.44,12.67,-61.42,0.239710721730128,2.50506920028132,2
43.9000000000004,8.57,12.72,-61.29,0.262648159752207,2.53304228786431,2
44.0000000000004,8.7,12.72,-61.18,0.286428384485695,2.26685444306239,2
44.1000000000004,8.81,12.66,-61.08,0.307130984882867,2.59373454304946,2
44.2000000000004,8.92,12.77,-60.98,0.328294303164952,2.24505539908652,2
44.3000000000004,9.01,12.77,-60.88,0.345902946669324,2.21554406147863,2
44.4000000000004,9.11,12.72,-60.77,0.365725486919205,2.30904459085403,2
44.5000000000004,9.23,12.73,-60.67,0.389793833673809,2.04657369503653,2
44.6000000000004,9.32,12.76,-60.58,0.407991324051951,2.13941381663805,2
44.7000000000004,9.41,12.69,-60.5,0.426268381978011,2.18465079025405,2
44.8000000000004,9.49,12.73,-60.42,0.442548396366745,2.48822837633838,2
44.9000000000004,9.57,12.73,-60.36,0.458830644016644,2.42880740294959,2
45.0000000000004,9.63,12.7,-60.3,0.47102703658522,2.06475018723225,2
45.1000000000004,9.7,12.68,-60.22,0.485222616915489,2.0554421633942,2
45.2000000000004,9.77,12.7,-60.15,0.499365073600163,2.23977424887717,2
45.3000000000004,9.84,12.71,-60.09,0.513437033491909,2.44566547782095,2
45.4000000000004,9.91,12.68,-60.04,0.527421670087802,2.53717426973395,2
45.5000000000004,9.96,12.73,-59.99,0.53734821766924,2.2948843901387,2
45.6000000000004,10,12.69,-59.96,0.545247559019142,2.14749209691113,2
45.7000000000004,10.03,12.69,-59.93,0.551145751247314,2.06842462039617,2
45.8000000000004,10.06,12.71,-59.91,0.557020082427973,2.26953475767996,2
45.9000000000004,10.08,12.69,-59.89,0.560922478204926,2.26270189508436,2
46.0000000000004,10.11,12.78,-59.87,0.566754497505116,1.993066406947,2
46.1000000000004,10.12,12.77,-59.86,0.568692586136855,2.33490111913377,2
46.2000000000004,10.13,12.67,-59.85,0.570627648164296,2.16800303383255,2
46.3000000000004,10.14,12.71,-59.85,0.572559643429855,2.15551243343761,2
46.4000000000004,10.14,12.66,-59.86,0.572559643429855,2.39062822459204,2
46.5000000000004,10.13,12.73,-59.87,0.570627648164296,2.49542835331664,2
46.6000000000004,10.12,12.74,-59.89,0.568692586136855,2.43978409030539,2
46.7000000000004,10.1,12.72,-59.91,0.564813422736964,2.18030495436919,2
46.8000000000004,10.08,12.69,-59.94,0.560922478204926,2.26730447515168,2
46.9000000000004,10.05,12.75,-59.97,0.555064694742273,2.15174570465913,2
47.0000000000004,10.02,12.71,-60,0.549182280919769,2.3226619697253,2
47.1000000000004,9.99,12.75,-60.04,0.543276394687607,1.79118289819629,2
47.2000000000004,9.95,12.78,-60.09,0.535367412733231,2.12570829012101,2
47.3000000000004,9.91,12.77,-60.13,0.527421670087802,1.85059313368147,2
47.4000000000004,9.86,12.75,-60.18,0.517442275837574,1.89469349970882,2
47.5000000000004,9.81,12.76,-60.23,0.507415918183647,1.93186861862631,2
